seller_level,buying_review_rating,count,seller_country,seller_name,is_fiverr_choice,pos,buying_review_rating_count,is_pro,price_i,isPro,score
level_two_seller,4.9,56,BA,vukovicstefan,False,345,28,False,50,,4.964286
top_rated_seller,5,301,PK,haseeb_ahmad9,False,346,7,False,880,,4.949772
top_rated_seller,5,196,PK,umerfreelance17,False,347,4,False,150,,4.9666667
level_one_seller,4.9,35,NG,laolu_d,False,348,32,False,50,,4.9142857
level_two_seller,4.8,198,US,musttechusa,False,349,165,False,95,,4.8131313
,5,8,PK,zaynfazal009,False,350,8,False,30,,5
,5,5,NG,fadenocode_,False,351,5,False,100,,5
,0,2,PK,qandeelfatima_,False,352,0,False,80,,4.5
,5,11,NG,olivia796,False,353,10,False,20,,4.939394
,5,6,EG,omarelsayed0,False,354,6,False,10,,5
level_two_seller,4.9,40,PK,muhammadfarh316,False,355,32,False,100,,4.900901
level_one_seller,4.4,75,PK,webflow_webx,False,356,68,False,100,,4.448889
level_one_seller,5,5,US,munaf_kasbati,False,357,3,False,200,,5
level_one_seller,4.9,98,PK,imfawad69,False,358,93,False,40,,4.95189
level_two_seller,5,454,IN,ankitbansal2101,False,359,103,False,25,,4.8946543
,4.9,799,CA,amnaarshad171,False,360,28,False,100,,4.900292
level_two_seller,4.9,119,NG,heritageman7,False,361,45,False,45,,4.92437
level_two_seller,4.9,301,PK,husnaintariq097,False,362,280,False,80,,4.9173226
level_one_seller,5,315,PK,itximtiazz,False,363,252,False,80,,4.952145
level_one_seller,4.9,7,US,sam_coffey7,False,364,7,False,80,,4.904762
,5,1,GB,mike_shad,False,365,1,False,10,,5
,5,10,AL,albacademy,False,366,10,False,80,,5
level_one_seller,4.9,31,PK,ijaz_khanafridi,False,367,26,False,20,,4.9462366
level_two_seller,5,35,IT,ama219,False,368,35,False,295,,5
top_rated_seller,5,2809,PK,vintage_valley,False,369,7,False,205,,4.9138737
level_two_seller,4.7,120,IN,icoderzsales,False,370,2,True,290,,4.894977
level_two_seller,4.9,268,IN,sushil_kumar40,False,371,162,False,20,,4.860399
level_two_seller,4.9,57,BD,franchbabu,False,372,6,False,110,,4.786667
level_two_seller,5,376,BD,prodeveloper66,False,373,317,False,90,,4.9705014
level_two_seller,5,35,PK,asifdev66,False,374,6,False,80,,4.990476
level_one_seller,5,12,PK,designs_flix,False,375,12,False,80,,5
level_one_seller,5,6,CR,cristobalchacin,False,376,5,False,80,,5
level_two_seller,5,80,DE,a7order,False,377,2,False,80,,4.991667
level_one_seller,5,2,PH,pioecat,False,378,1,False,80,,5
level_one_seller,4.7,22,PK,noumanranjha,False,379,20,False,80,,4.703704
,5,7,GB,tech_innova,False,380,7,False,80,,5
level_two_seller,4.8,338,PK,sadam_afridi,False,381,233,False,85,,4.888889
level_two_seller,4.9,133,IN,navneet9090,False,382,11,False,150,,4.9444447
top_rated_seller,5,395,IN,tejgeorge,False,383,175,False,250,,4.974359
LEVEL_TRS,5,213,PK,jarral169,False,384,252,,30,False,5
LEVEL_TWO,4.9,203,PK,hashammalik1,False,385,220,,80,False,4.9
LEVEL_TWO,5,181,PK,shujaat54321,False,386,182,,15,False,5
LEVEL_TWO,5,176,PK,aashirx360,False,387,202,,35,False,5
LEVEL_TWO,5,703,BD,wp_expert_habib,False,388,882,,10,False,5
LEVEL_TWO,4.7,323,BD,grownew,False,389,448,,20,False,4.7
LEVEL_TWO,5,49,PK,wpstrings,False,390,60,,30,False,5
LEVEL_TRS,4.9,772,IL,dennydigit,False,391,1069,,50,True,4.9
LEVEL_TWO,5,2447,NG,seodpress,False,392,2935,,10,False,5
LEVEL_TWO,5,41,BD,runia_tanbin,False,393,49,,20,False,5
LEVEL_TRS,4.8,572,PK,junaid710,False,394,935,,50,False,4.8
LEVEL_TWO,5,180,BD,talha_web,False,395,270,,25,False,5
LEVEL_TRS,5,2058,PK,devmaster,False,396,3053,,10,False,5
LEVEL_TRS,4.9,323,BD,alokmondal126,False,397,442,,70,True,4.9
LEVEL_TRS,5,707,BD,dhrubo234,False,398,1053,,100,False,5
LEVEL_TWO,4.9,39,PK,noah_designer,False,399,51,,135,False,4.9
LEVEL_TWO,5,219,PK,tabina787,False,400,266,,40,False,5
LEVEL_TWO,5,205,PK,omideveloper,False,401,237,,15,False,5
LEVEL_TWO,5,246,IN,rahulsingh619,False,402,283,,15,False,5
LEVEL_TWO,4.9,128,BD,tanim_web,False,403,167,,40,False,4.9
LEVEL_TWO,5,33,BD,kaziferoz44,False,404,39,,80,False,5
LEVEL_TWO,4.9,47,PK,abdul_manann,False,405,57,,25,False,4.9
LEVEL_TRS,4.9,491,NG,ojuadekazeem,False,406,714,,50,False,4.9
LEVEL_TWO,5,1226,PK,farahbatool1302,False,407,2053,,15,False,5
LEVEL_TWO,4.9,249,PK,afaq_webtech,False,408,347,,25,False,4.9
LEVEL_TRS,4.9,748,PK,usamabinkhrshid,False,409,978,,75,False,4.9
LEVEL_TWO,4.9,245,IN,sushil_kumar40,False,410,297,,20,False,4.9
LEVEL_TRS,5,1809,BD,saleh_shaams,False,411,2333,,60,False,5
LEVEL_TRS,5,2794,IN,hetarthdesai,False,412,4290,,30,True,5
LEVEL_TWO,5,829,PK,zesh_ii,False,413,1035,,40,False,5
LEVEL_TRS,5,1026,PK,webdeveloper991,False,414,1705,,50,False,5
LEVEL_TRS,5,890,BD,ramisa67,False,415,1165,,10,False,5
LEVEL_TRS,5,249,AE,aehab1986,False,416,354,,50,False,5
LEVEL_TWO,4.8,167,BD,sm_techno,False,417,258,,80,False,4.8
LEVEL_TWO,5,30,PK,tabinda_islam,False,418,49,,115,False,5
LEVEL_TWO,5,1033,IN,surjeetsinghpro,False,419,1430,,20,False,5
LEVEL_TWO,4.9,462,DE,gleniis,False,420,810,,70,False,4.9
LEVEL_TWO,5,153,PK,alvina_shopify,False,421,158,,10,False,5
LEVEL_ONE,5,69,DE,fsrmedia,False,422,84,,410,False,5
LEVEL_TWO,4.9,113,BD,max_shah,False,423,200,,20,False,4.9
LEVEL_TWO,5,23,PK,danishrazzaq729,False,424,38,,40,False,5
LEVEL_TWO,4.7,22,PH,warrenapit,False,425,29,,35,False,4.7
LEVEL_TWO,5,234,PK,talha_a95,False,426,335,,20,False,5
LEVEL_TWO,4.9,10,BD,evergreenzones,False,427,19,,25,False,4.9
LEVEL_TRS,5,1096,PK,zainmalik96,False,428,1703,,45,False,5
LEVEL_TWO,4.9,616,BD,wpjuwel,False,429,806,,30,False,4.9
LEVEL_TWO,5,377,BD,imranhossainbpp,False,430,431,,85,False,5
LEVEL_TWO,4.9,343,AE,umerjaved94,False,431,401,,10,False,4.9
